Comp	Super.Site	Value	Privacy	Species.mOTUs	Indiv	Part
160421117:supragingivalplaque:ref_mOTU_v2_1615	Oral	-0.0725463501444	Private	ref_mOTU_v2_1615	160421117	supragingivalplaque
160502038:supragingivalplaque:ref_mOTU_v2_1615	Oral	-0.0589719420098	Private	ref_mOTU_v2_1615	160502038	supragingivalplaque
160603188:supragingivalplaque:ref_mOTU_v2_1615	Oral	-0.0340650542768	Private	ref_mOTU_v2_1615	160603188	supragingivalplaque
508703490:supragingivalplaque:ref_mOTU_v2_1615	Oral	-0.0893175242514	Private	ref_mOTU_v2_1615	508703490	supragingivalplaque
763496533:supragingivalplaque:ref_mOTU_v2_1615	Oral	-0.0616651379839	Private	ref_mOTU_v2_1615	763496533	supragingivalplaque
763759525:supragingivalplaque:ref_mOTU_v2_1615	Oral	-0.0339733210556	Private	ref_mOTU_v2_1615	763759525	supragingivalplaque
764062976:supragingivalplaque:ref_mOTU_v2_1615	Oral	-0.0227462010496	Private	ref_mOTU_v2_1615	764062976	supragingivalplaque
764811490:supragingivalplaque:ref_mOTU_v2_1615	Oral	-0.041996735891900006	Private	ref_mOTU_v2_1615	764811490	supragingivalplaque
765074482:supragingivalplaque:ref_mOTU_v2_1615	Oral	-0.023812422991000004	Private	ref_mOTU_v2_1615	765074482	supragingivalplaque
159551223:tonguedorsum:ref_mOTU_v2_1751	Oral	-0.11499977001586001	Private	ref_mOTU_v2_1751	159551223	tonguedorsum
638754422:tonguedorsum:ref_mOTU_v2_1751	Oral	-0.1086385069383	Private	ref_mOTU_v2_1751	638754422	tonguedorsum
763577454:tonguedorsum:ref_mOTU_v2_1751	Oral	-0.1047802829451	Private	ref_mOTU_v2_1751	763577454	tonguedorsum
763982056:tonguedorsum:ref_mOTU_v2_1751	Oral	-0.1306121715503	Private	ref_mOTU_v2_1751	763982056	tonguedorsum
857980665:tonguedorsum:ref_mOTU_v2_1751	Oral	-0.008600377668000009	Private	ref_mOTU_v2_1751	857980665	tonguedorsum
160178356:supragingivalplaque:ref_mOTU_v2_1808	Oral	-0.024520669587300002	Private	ref_mOTU_v2_1808	160178356	supragingivalplaque
160319967:supragingivalplaque:ref_mOTU_v2_1808	Oral	-0.027845711743899992	Private	ref_mOTU_v2_1808	160319967	supragingivalplaque
160421117:supragingivalplaque:ref_mOTU_v2_1808	Oral	-0.0371618022723	Private	ref_mOTU_v2_1808	160421117	supragingivalplaque
160582958:supragingivalplaque:ref_mOTU_v2_1808	Oral	-0.022476701364399998	Private	ref_mOTU_v2_1808	160582958	supragingivalplaque
160603188:supragingivalplaque:ref_mOTU_v2_1808	Oral	-0.05096855050310001	Private	ref_mOTU_v2_1808	160603188	supragingivalplaque
604812005:supragingivalplaque:ref_mOTU_v2_1808	Oral	-0.057178002359100005	Private	ref_mOTU_v2_1808	604812005	supragingivalplaque
158337416:tonguedorsum:ref_mOTU_v2_2104	Oral	-0.00463477468307	Private	ref_mOTU_v2_2104	158337416	tonguedorsum
764083206:tonguedorsum:ref_mOTU_v2_2104	Oral	-0.15106287031151	Private	ref_mOTU_v2_2104	764083206	tonguedorsum
764224817:tonguedorsum:ref_mOTU_v2_2104	Oral	-0.13503992175687002	Private	ref_mOTU_v2_2104	764224817	tonguedorsum
765701615:tonguedorsum:ref_mOTU_v2_2104	Oral	-0.11076755934339999	Private	ref_mOTU_v2_2104	765701615	tonguedorsum
147406386:supragingivalplaque:ref_mOTU_v2_2618	Oral	0.00198449814259	Not Private	ref_mOTU_v2_2618	147406386	supragingivalplaque
159268001:supragingivalplaque:ref_mOTU_v2_2618	Oral	-0.146596858639	Private	ref_mOTU_v2_2618	159268001	supragingivalplaque
160319967:supragingivalplaque:ref_mOTU_v2_2618	Oral	-0.16793767826331	Private	ref_mOTU_v2_2618	160319967	supragingivalplaque
160582958:supragingivalplaque:ref_mOTU_v2_2618	Oral	0.011564321889299997	Not Private	ref_mOTU_v2_2618	160582958	supragingivalplaque
763496533:supragingivalplaque:ref_mOTU_v2_2618	Oral	-0.1636347448849685	Private	ref_mOTU_v2_2618	763496533	supragingivalplaque
764062976:supragingivalplaque:ref_mOTU_v2_2618	Oral	-0.121575610469945	Private	ref_mOTU_v2_2618	764062976	supragingivalplaque
764305738:supragingivalplaque:ref_mOTU_v2_2618	Oral	-0.135489926562824	Private	ref_mOTU_v2_2618	764305738	supragingivalplaque
765013792:supragingivalplaque:ref_mOTU_v2_2618	Oral	-0.018109626814277	Private	ref_mOTU_v2_2618	765013792	supragingivalplaque
765094712:supragingivalplaque:ref_mOTU_v2_2618	Oral	-0.117898441428	Private	ref_mOTU_v2_2618	765094712	supragingivalplaque
158337416:tonguedorsum:ref_mOTU_v2_3041	Oral	0.014008527412600003	Not Private	ref_mOTU_v2_3041	158337416	tonguedorsum
158479027:tonguedorsum:ref_mOTU_v2_3041	Oral	4.383890729999923e-4	Not Private	ref_mOTU_v2_3041	158479027	tonguedorsum
158883629:tonguedorsum:ref_mOTU_v2_3041	Oral	0.016260622965	Not Private	ref_mOTU_v2_3041	158883629	tonguedorsum
159268001:tonguedorsum:ref_mOTU_v2_3041	Oral	-0.04297007140600001	Private	ref_mOTU_v2_3041	159268001	tonguedorsum
159814214:tonguedorsum:ref_mOTU_v2_3041	Oral	-0.083899658793	Private	ref_mOTU_v2_3041	159814214	tonguedorsum
160158126:tonguedorsum:ref_mOTU_v2_3041	Oral	-0.054849943051500004	Private	ref_mOTU_v2_3041	160158126	tonguedorsum
160178356:tonguedorsum:ref_mOTU_v2_3041	Oral	-0.0589106280565	Private	ref_mOTU_v2_3041	160178356	tonguedorsum
160380657:tonguedorsum:ref_mOTU_v2_3041	Oral	0.054469283360700005	Not Private	ref_mOTU_v2_3041	160380657	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_3041	Oral	0.1592705212603	Not Private	ref_mOTU_v2_3041	160603188	tonguedorsum
550534656:tonguedorsum:ref_mOTU_v2_3041	Oral	-0.059740525775	Private	ref_mOTU_v2_3041	550534656	tonguedorsum
638754422:tonguedorsum:ref_mOTU_v2_3041	Oral	0.0588029841893	Not Private	ref_mOTU_v2_3041	638754422	tonguedorsum
675950834:tonguedorsum:ref_mOTU_v2_3041	Oral	-0.0777008819543	Private	ref_mOTU_v2_3041	675950834	tonguedorsum
763435843:tonguedorsum:ref_mOTU_v2_3041	Oral	-0.009338865755899997	Private	ref_mOTU_v2_3041	763435843	tonguedorsum
764083206:tonguedorsum:ref_mOTU_v2_3041	Oral	-0.017929597039800002	Private	ref_mOTU_v2_3041	764083206	tonguedorsum
764224817:tonguedorsum:ref_mOTU_v2_3041	Oral	-0.0297185275567	Private	ref_mOTU_v2_3041	764224817	tonguedorsum
765013792:tonguedorsum:ref_mOTU_v2_3041	Oral	0.09241084531530001	Not Private	ref_mOTU_v2_3041	765013792	tonguedorsum
765701615:tonguedorsum:ref_mOTU_v2_3041	Oral	-0.0167869363	Private	ref_mOTU_v2_3041	765701615	tonguedorsum
861967750:tonguedorsum:ref_mOTU_v2_3041	Oral	0.014492874902899997	Not Private	ref_mOTU_v2_3041	861967750	tonguedorsum
160158126:buccalmucosa:ref_mOTU_v2_4468	Oral	-0.07174184213439999	Private	ref_mOTU_v2_4468	160158126	buccalmucosa
160421117:buccalmucosa:ref_mOTU_v2_4468	Oral	-0.020658133728399995	Private	ref_mOTU_v2_4468	160421117	buccalmucosa
763496533:buccalmucosa:ref_mOTU_v2_4468	Oral	-0.018413548606299998	Private	ref_mOTU_v2_4468	763496533	buccalmucosa
764083206:buccalmucosa:ref_mOTU_v2_4468	Oral	-0.024696113286399993	Private	ref_mOTU_v2_4468	764083206	buccalmucosa
765034022:buccalmucosa:ref_mOTU_v2_4468	Oral	-0.049924316036	Private	ref_mOTU_v2_4468	765034022	buccalmucosa
158479027:supragingivalplaque:ref_mOTU_v2_4484	Oral	-0.07660268984387	Private	ref_mOTU_v2_4484	158479027	supragingivalplaque
159551223:supragingivalplaque:ref_mOTU_v2_4484	Oral	-0.0029464511650000025	Private	ref_mOTU_v2_4484	159551223	supragingivalplaque
159814214:supragingivalplaque:ref_mOTU_v2_4484	Oral	-0.054661926925299996	Private	ref_mOTU_v2_4484	159814214	supragingivalplaque
160319967:supragingivalplaque:ref_mOTU_v2_4484	Oral	-0.0656690357422	Private	ref_mOTU_v2_4484	160319967	supragingivalplaque
604812005:supragingivalplaque:ref_mOTU_v2_4484	Oral	0.04905123292880001	Not Private	ref_mOTU_v2_4484	604812005	supragingivalplaque
765620695:buccalmucosa:ref_mOTU_v2_4512	Oral	-0.0084551833069	Private	ref_mOTU_v2_4512	765620695	buccalmucosa
158337416:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.00410208443634	Private	ref_mOTU_v2_4514	158337416	tonguedorsum
158883629:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.05598755064244999	Private	ref_mOTU_v2_4514	158883629	tonguedorsum
159551223:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.12929476406483	Private	ref_mOTU_v2_4514	159551223	tonguedorsum
160582958:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.021590205134299996	Private	ref_mOTU_v2_4514	160582958	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_4514	Oral	0.06685305976230001	Not Private	ref_mOTU_v2_4514	160603188	tonguedorsum
246515023:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.015676473847700004	Private	ref_mOTU_v2_4514	246515023	tonguedorsum
550534656:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.043789992429599994	Private	ref_mOTU_v2_4514	550534656	tonguedorsum
638754422:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.0813566761524	Private	ref_mOTU_v2_4514	638754422	tonguedorsum
763536994:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.09746217706956001	Private	ref_mOTU_v2_4514	763536994	tonguedorsum
763577454:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.12224304442012002	Private	ref_mOTU_v2_4514	763577454	tonguedorsum
763901136:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.0231293301837	Private	ref_mOTU_v2_4514	763901136	tonguedorsum
764588959:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.1155932683722	Private	ref_mOTU_v2_4514	764588959	tonguedorsum
765013792:tonguedorsum:ref_mOTU_v2_4514	Oral	0.1365383504209	Not Private	ref_mOTU_v2_4514	765013792	tonguedorsum
823052294:tonguedorsum:ref_mOTU_v2_4514	Oral	0.0875909555373	Not Private	ref_mOTU_v2_4514	823052294	tonguedorsum
857980665:tonguedorsum:ref_mOTU_v2_4514	Oral	-0.050771799157599995	Private	ref_mOTU_v2_4514	857980665	tonguedorsum
160158126:supragingivalplaque:ref_mOTU_v2_4551	Oral	-0.11864159733900001	Private	ref_mOTU_v2_4551	160158126	supragingivalplaque
763840445:supragingivalplaque:ref_mOTU_v2_4551	Oral	-0.15557180668446	Private	ref_mOTU_v2_4551	763840445	supragingivalplaque
765701615:supragingivalplaque:ref_mOTU_v2_4551	Oral	-0.08688702702850001	Private	ref_mOTU_v2_4551	765701615	supragingivalplaque
158944319:tonguedorsum:ref_mOTU_v2_4575	Oral	0.005171651752999995	Not Private	ref_mOTU_v2_4575	158944319	tonguedorsum
159268001:tonguedorsum:ref_mOTU_v2_4575	Oral	0.016707194847999998	Not Private	ref_mOTU_v2_4575	159268001	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_4575	Oral	-0.0493818871233	Private	ref_mOTU_v2_4575	160603188	tonguedorsum
508703490:tonguedorsum:ref_mOTU_v2_4575	Oral	-0.044789627169	Private	ref_mOTU_v2_4575	508703490	tonguedorsum
550534656:tonguedorsum:ref_mOTU_v2_4575	Oral	-0.045181269008200006	Private	ref_mOTU_v2_4575	550534656	tonguedorsum
763961826:tonguedorsum:ref_mOTU_v2_4575	Oral	-0.06581538383680001	Private	ref_mOTU_v2_4575	763961826	tonguedorsum
764447348:tonguedorsum:ref_mOTU_v2_4575	Oral	-0.03370776993380001	Private	ref_mOTU_v2_4575	764447348	tonguedorsum
158883629:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.026412239276499994	Private	ref_mOTU_v2_4840	158883629	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.035950833804400006	Private	ref_mOTU_v2_4840	160603188	tonguedorsum
508703490:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.023432764905100004	Private	ref_mOTU_v2_4840	508703490	tonguedorsum
550534656:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.039084899594100005	Private	ref_mOTU_v2_4840	550534656	tonguedorsum
638754422:tonguedorsum:ref_mOTU_v2_4840	Oral	0.013437812167199997	Not Private	ref_mOTU_v2_4840	638754422	tonguedorsum
663835652:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.032588663941999996	Private	ref_mOTU_v2_4840	663835652	tonguedorsum
675950834:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.014838062199400003	Private	ref_mOTU_v2_4840	675950834	tonguedorsum
737052003:tonguedorsum:ref_mOTU_v2_4840	Oral	0.028751199051	Not Private	ref_mOTU_v2_4840	737052003	tonguedorsum
763577454:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.0361611139783	Private	ref_mOTU_v2_4840	763577454	tonguedorsum
763901136:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.012839837558500003	Private	ref_mOTU_v2_4840	763901136	tonguedorsum
764143897:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.050459571365900006	Private	ref_mOTU_v2_4840	764143897	tonguedorsum
764325968:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.004023382344200008	Private	ref_mOTU_v2_4840	764325968	tonguedorsum
764811490:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.023459651912899997	Private	ref_mOTU_v2_4840	764811490	tonguedorsum
765013792:tonguedorsum:ref_mOTU_v2_4840	Oral	0.03871831796160001	Not Private	ref_mOTU_v2_4840	765013792	tonguedorsum
765094712:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.0712416345012	Private	ref_mOTU_v2_4840	765094712	tonguedorsum
857980665:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.057122427078299995	Private	ref_mOTU_v2_4840	857980665	tonguedorsum
861967750:tonguedorsum:ref_mOTU_v2_4840	Oral	-0.043601069514100005	Private	ref_mOTU_v2_4840	861967750	tonguedorsum
763496533:palatinetonsils:ref_mOTU_v2_5068	Oral	-0.0830889647928	Private	ref_mOTU_v2_5068	763496533	palatinetonsils
158337416:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.07195143771599999	Private	ref_mOTU_v2_5068	158337416	tonguedorsum
158479027:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0212217467049	Private	ref_mOTU_v2_5068	158479027	tonguedorsum
158802708:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0646316819548	Private	ref_mOTU_v2_5068	158802708	tonguedorsum
158883629:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.005879697170000003	Private	ref_mOTU_v2_5068	158883629	tonguedorsum
158944319:tonguedorsum:ref_mOTU_v2_5068	Oral	0.009743939423199996	Not Private	ref_mOTU_v2_5068	158944319	tonguedorsum
159207311:tonguedorsum:ref_mOTU_v2_5068	Oral	0.021802049047199998	Not Private	ref_mOTU_v2_5068	159207311	tonguedorsum
159227541:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.015348689646699998	Private	ref_mOTU_v2_5068	159227541	tonguedorsum
159268001:tonguedorsum:ref_mOTU_v2_5068	Oral	0.045723129502	Not Private	ref_mOTU_v2_5068	159268001	tonguedorsum
159369152:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.09478126792080001	Private	ref_mOTU_v2_5068	159369152	tonguedorsum
159571453:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.038838928018400005	Private	ref_mOTU_v2_5068	159571453	tonguedorsum
159753524:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0923874479004	Private	ref_mOTU_v2_5068	159753524	tonguedorsum
159814214:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.058395347887	Private	ref_mOTU_v2_5068	159814214	tonguedorsum
160158126:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0818390038307	Private	ref_mOTU_v2_5068	160158126	tonguedorsum
160178356:tonguedorsum:ref_mOTU_v2_5068	Oral	0.0364996814347	Not Private	ref_mOTU_v2_5068	160178356	tonguedorsum
160319967:tonguedorsum:ref_mOTU_v2_5068	Oral	0.009244642982999998	Not Private	ref_mOTU_v2_5068	160319967	tonguedorsum
160380657:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.007227574175699997	Private	ref_mOTU_v2_5068	160380657	tonguedorsum
160421117:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.006349770393400012	Private	ref_mOTU_v2_5068	160421117	tonguedorsum
160502038:tonguedorsum:ref_mOTU_v2_5068	Oral	0.0170377109016	Not Private	ref_mOTU_v2_5068	160502038	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_5068	Oral	0.004430517406999998	Not Private	ref_mOTU_v2_5068	160603188	tonguedorsum
338793263:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0363684642068	Private	ref_mOTU_v2_5068	338793263	tonguedorsum
550534656:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.050901310768300005	Private	ref_mOTU_v2_5068	550534656	tonguedorsum
604812005:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.004791864661100001	Private	ref_mOTU_v2_5068	604812005	tonguedorsum
675950834:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0744779249247	Private	ref_mOTU_v2_5068	675950834	tonguedorsum
686765762:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.03094105386450001	Private	ref_mOTU_v2_5068	686765762	tonguedorsum
763435843:tonguedorsum:ref_mOTU_v2_5068	Oral	0.017649913231199993	Not Private	ref_mOTU_v2_5068	763435843	tonguedorsum
763536994:tonguedorsum:ref_mOTU_v2_5068	Oral	0.0065739494565999895	Not Private	ref_mOTU_v2_5068	763536994	tonguedorsum
763820215:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.019949523329000005	Private	ref_mOTU_v2_5068	763820215	tonguedorsum
763840445:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0248189138991	Private	ref_mOTU_v2_5068	763840445	tonguedorsum
763860675:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.039951241531800005	Private	ref_mOTU_v2_5068	763860675	tonguedorsum
764083206:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.041047440163499996	Private	ref_mOTU_v2_5068	764083206	tonguedorsum
764143897:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.062424897651900006	Private	ref_mOTU_v2_5068	764143897	tonguedorsum
764224817:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0688791012331	Private	ref_mOTU_v2_5068	764224817	tonguedorsum
764447348:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0538862418855	Private	ref_mOTU_v2_5068	764447348	tonguedorsum
764487809:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.1081045666047	Private	ref_mOTU_v2_5068	764487809	tonguedorsum
764508039:tonguedorsum:ref_mOTU_v2_5068	Oral	0.0379062267062	Not Private	ref_mOTU_v2_5068	764508039	tonguedorsum
764649650:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.048704502661500004	Private	ref_mOTU_v2_5068	764649650	tonguedorsum
764811490:tonguedorsum:ref_mOTU_v2_5068	Oral	0.015058705021000013	Not Private	ref_mOTU_v2_5068	764811490	tonguedorsum
765013792:tonguedorsum:ref_mOTU_v2_5068	Oral	0.041844433751600005	Not Private	ref_mOTU_v2_5068	765013792	tonguedorsum
765337473:tonguedorsum:ref_mOTU_v2_5068	Oral	0.039884899119400005	Not Private	ref_mOTU_v2_5068	765337473	tonguedorsum
765701615:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0490725496977	Private	ref_mOTU_v2_5068	765701615	tonguedorsum
809635352:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0128253656973	Private	ref_mOTU_v2_5068	809635352	tonguedorsum
823052294:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0306859950285	Private	ref_mOTU_v2_5068	823052294	tonguedorsum
861967750:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.02926752744870001	Private	ref_mOTU_v2_5068	861967750	tonguedorsum
158337416:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.0618235359036	Private	ref_mOTU_v2_5102	158337416	supragingivalplaque
158479027:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.13802020381153	Private	ref_mOTU_v2_5102	158479027	supragingivalplaque
158883629:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.12399606198659999	Private	ref_mOTU_v2_5102	158883629	supragingivalplaque
159268001:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.04614135348989999	Private	ref_mOTU_v2_5102	159268001	supragingivalplaque
159551223:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.10847835939330001	Private	ref_mOTU_v2_5102	159551223	supragingivalplaque
159814214:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.12388615061229999	Private	ref_mOTU_v2_5102	159814214	supragingivalplaque
160178356:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.018763717779000003	Private	ref_mOTU_v2_5102	160178356	supragingivalplaque
160319967:supragingivalplaque:ref_mOTU_v2_5102	Oral	0.014019765373899998	Not Private	ref_mOTU_v2_5102	160319967	supragingivalplaque
160502038:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.11414299647567	Private	ref_mOTU_v2_5102	160502038	supragingivalplaque
160603188:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.1046318368729	Private	ref_mOTU_v2_5102	160603188	supragingivalplaque
764305738:supragingivalplaque:ref_mOTU_v2_5102	Oral	0.07359314791640001	Not Private	ref_mOTU_v2_5102	764305738	supragingivalplaque
160380657:supragingivalplaque:ref_mOTU_v2_5106	Oral	-0.18984774889988	Private	ref_mOTU_v2_5106	160380657	supragingivalplaque
160582958:supragingivalplaque:ref_mOTU_v2_5106	Oral	-0.12614829396309	Private	ref_mOTU_v2_5106	160582958	supragingivalplaque
508703490:supragingivalplaque:ref_mOTU_v2_5106	Oral	-0.12672086465903	Private	ref_mOTU_v2_5106	508703490	supragingivalplaque
764649650:supragingivalplaque:ref_mOTU_v2_5106	Oral	-0.1289600652191	Private	ref_mOTU_v2_5106	764649650	supragingivalplaque
765074482:supragingivalplaque:ref_mOTU_v2_5106	Oral	-0.009566821729862	Private	ref_mOTU_v2_5106	765074482	supragingivalplaque
158883629:tonguedorsum:ref_mOTU_v2_5112	Oral	-0.0942718757868	Private	ref_mOTU_v2_5112	158883629	tonguedorsum
764224817:tonguedorsum:ref_mOTU_v2_5112	Oral	-0.11698091173290001	Private	ref_mOTU_v2_5112	764224817	tonguedorsum
764811490:tonguedorsum:ref_mOTU_v2_5112	Oral	-0.102998615318429	Private	ref_mOTU_v2_5112	764811490	tonguedorsum
765074482:tonguedorsum:ref_mOTU_v2_5112	Oral	-0.089324382459	Private	ref_mOTU_v2_5112	765074482	tonguedorsum
158458797:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.0717156748901	Private	ref_mOTU_v2_5209	158458797	tonguedorsum
158883629:tonguedorsum:ref_mOTU_v2_5209	Oral	0.0409586830882	Not Private	ref_mOTU_v2_5209	158883629	tonguedorsum
160178356:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.0600374307177	Private	ref_mOTU_v2_5209	160178356	tonguedorsum
160421117:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.06090570607219999	Private	ref_mOTU_v2_5209	160421117	tonguedorsum
160502038:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.0862199997426	Private	ref_mOTU_v2_5209	160502038	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.07778355741498999	Private	ref_mOTU_v2_5209	160603188	tonguedorsum
737052003:tonguedorsum:ref_mOTU_v2_5209	Oral	0.12189761637979998	Not Private	ref_mOTU_v2_5209	737052003	tonguedorsum
763982056:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.06173601668229999	Private	ref_mOTU_v2_5209	763982056	tonguedorsum
764325968:tonguedorsum:ref_mOTU_v2_5209	Oral	0.024284055779000002	Not Private	ref_mOTU_v2_5209	764325968	tonguedorsum
764366428:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.019345900991199996	Private	ref_mOTU_v2_5209	764366428	tonguedorsum
764811490:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.0667705801971	Private	ref_mOTU_v2_5209	764811490	tonguedorsum
765013792:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.04538264702670001	Private	ref_mOTU_v2_5209	765013792	tonguedorsum
765074482:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.03894534464340001	Private	ref_mOTU_v2_5209	765074482	tonguedorsum
823052294:tonguedorsum:ref_mOTU_v2_5209	Oral	0.014116898781000004	Not Private	ref_mOTU_v2_5209	823052294	tonguedorsum
857980665:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.096474953898	Private	ref_mOTU_v2_5209	857980665	tonguedorsum
158337416:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.136221927271902	Private	ref_mOTU_v2_5292	158337416	tonguedorsum
158479027:tonguedorsum:ref_mOTU_v2_5292	Oral	0.0323876512318	Not Private	ref_mOTU_v2_5292	158479027	tonguedorsum
158883629:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.06573496525690001	Private	ref_mOTU_v2_5292	158883629	tonguedorsum
159551223:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.118951388461477	Private	ref_mOTU_v2_5292	159551223	tonguedorsum
160178356:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.095384532879366	Private	ref_mOTU_v2_5292	160178356	tonguedorsum
160603188:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.041542312514899996	Private	ref_mOTU_v2_5292	160603188	tonguedorsum
246515023:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.045871004011467	Private	ref_mOTU_v2_5292	246515023	tonguedorsum
550534656:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.13107472932868	Private	ref_mOTU_v2_5292	550534656	tonguedorsum
638754422:tonguedorsum:ref_mOTU_v2_5292	Oral	0.0679105537478	Not Private	ref_mOTU_v2_5292	638754422	tonguedorsum
686765762:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.13959496893945603	Private	ref_mOTU_v2_5292	686765762	tonguedorsum
763435843:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.11466969135029201	Private	ref_mOTU_v2_5292	763435843	tonguedorsum
763536994:tonguedorsum:ref_mOTU_v2_5292	Oral	0.002963732240900005	Not Private	ref_mOTU_v2_5292	763536994	tonguedorsum
763577454:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.16713478280808	Private	ref_mOTU_v2_5292	763577454	tonguedorsum
763901136:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.134001111254259	Private	ref_mOTU_v2_5292	763901136	tonguedorsum
764224817:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.031521008488999996	Private	ref_mOTU_v2_5292	764224817	tonguedorsum
764811490:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.007311994143599999	Private	ref_mOTU_v2_5292	764811490	tonguedorsum
765013792:tonguedorsum:ref_mOTU_v2_5292	Oral	0.1521533486049	Not Private	ref_mOTU_v2_5292	765013792	tonguedorsum
823052294:tonguedorsum:ref_mOTU_v2_5292	Oral	0.0771799602502	Not Private	ref_mOTU_v2_5292	823052294	tonguedorsum
