Comp.m	Super.Site.m	Value.m	Privacy.m	Species.mOTUs.m	Indiv.m	Part.m	Ref	Comp.f	Super.Site.f	Value.f	Privacy.f	Species	Indiv.f	Part.f	Species.mOTUs.f	Sign
686765762:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.03094105386450001	Private	ref_mOTU_v2_5068	686765762	tonguedorsum	686765762:tonguedorsum:ref_mOTU_v2_5068	686765762:tonguedorsum:879309	Oral	-0.014193057336500003	Private	879309	686765762	tonguedorsum	ref_mOTU_v2_5068	Remained
763435843:tonguedorsum:ref_mOTU_v2_5068	Oral	0.017649913231199993	Not Private	ref_mOTU_v2_5068	763435843	tonguedorsum	763435843:tonguedorsum:ref_mOTU_v2_5068	763435843:tonguedorsum:879309	Oral	0.011569941514600002	Not Private	879309	763435843	tonguedorsum	ref_mOTU_v2_5068	Remained
763536994:tonguedorsum:ref_mOTU_v2_5068	Oral	0.0065739494565999895	Not Private	ref_mOTU_v2_5068	763536994	tonguedorsum	763536994:tonguedorsum:ref_mOTU_v2_5068	763536994:tonguedorsum:879309	Oral	-0.01387909587080001	Private	879309	763536994	tonguedorsum	ref_mOTU_v2_5068	Changed
763820215:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.019949523329000005	Private	ref_mOTU_v2_5068	763820215	tonguedorsum	763820215:tonguedorsum:ref_mOTU_v2_5068	763820215:tonguedorsum:879309	Oral	-0.026563048996799996	Private	879309	763820215	tonguedorsum	ref_mOTU_v2_5068	Remained
763840445:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0248189138991	Private	ref_mOTU_v2_5068	763840445	tonguedorsum	763840445:tonguedorsum:ref_mOTU_v2_5068	763840445:tonguedorsum:879309	Oral	-0.042037083374100004	Private	879309	763840445	tonguedorsum	ref_mOTU_v2_5068	Remained
763860675:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.039951241531800005	Private	ref_mOTU_v2_5068	763860675	tonguedorsum	763860675:tonguedorsum:ref_mOTU_v2_5068	763860675:tonguedorsum:879309	Oral	-0.033191783364099996	Private	879309	763860675	tonguedorsum	ref_mOTU_v2_5068	Remained
764083206:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.041047440163499996	Private	ref_mOTU_v2_5068	764083206	tonguedorsum	764083206:tonguedorsum:ref_mOTU_v2_5068	764083206:tonguedorsum:879309	Oral	-0.0478599732249	Private	879309	764083206	tonguedorsum	ref_mOTU_v2_5068	Remained
764143897:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.062424897651900006	Private	ref_mOTU_v2_5068	764143897	tonguedorsum	764143897:tonguedorsum:ref_mOTU_v2_5068	764143897:tonguedorsum:879309	Oral	-0.03587495206619999	Private	879309	764143897	tonguedorsum	ref_mOTU_v2_5068	Remained
764224817:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0688791012331	Private	ref_mOTU_v2_5068	764224817	tonguedorsum	764224817:tonguedorsum:ref_mOTU_v2_5068	764224817:tonguedorsum:879309	Oral	-0.07239460104670001	Private	879309	764224817	tonguedorsum	ref_mOTU_v2_5068	Remained
764447348:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0538862418855	Private	ref_mOTU_v2_5068	764447348	tonguedorsum	764447348:tonguedorsum:ref_mOTU_v2_5068	764447348:tonguedorsum:879309	Oral	-0.058075159925	Private	879309	764447348	tonguedorsum	ref_mOTU_v2_5068	Remained
764487809:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.1081045666047	Private	ref_mOTU_v2_5068	764487809	tonguedorsum	764487809:tonguedorsum:ref_mOTU_v2_5068	764487809:tonguedorsum:879309	Oral	-0.09853591523630001	Private	879309	764487809	tonguedorsum	ref_mOTU_v2_5068	Remained
764508039:tonguedorsum:ref_mOTU_v2_5068	Oral	0.0379062267062	Not Private	ref_mOTU_v2_5068	764508039	tonguedorsum	764508039:tonguedorsum:ref_mOTU_v2_5068	764508039:tonguedorsum:879309	Oral	0.0076170073738	Not Private	879309	764508039	tonguedorsum	ref_mOTU_v2_5068	Remained
764649650:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.048704502661500004	Private	ref_mOTU_v2_5068	764649650	tonguedorsum	764649650:tonguedorsum:ref_mOTU_v2_5068	764649650:tonguedorsum:879309	Oral	-0.05117985911240001	Private	879309	764649650	tonguedorsum	ref_mOTU_v2_5068	Remained
764811490:tonguedorsum:ref_mOTU_v2_5068	Oral	0.015058705021000013	Not Private	ref_mOTU_v2_5068	764811490	tonguedorsum	764811490:tonguedorsum:ref_mOTU_v2_5068	764811490:tonguedorsum:879309	Oral	-0.026198306245299993	Private	879309	764811490	tonguedorsum	ref_mOTU_v2_5068	Changed
765013792:tonguedorsum:ref_mOTU_v2_5068	Oral	0.041844433751600005	Not Private	ref_mOTU_v2_5068	765013792	tonguedorsum	765013792:tonguedorsum:ref_mOTU_v2_5068	765013792:tonguedorsum:879309	Oral	0.022934089889400003	Not Private	879309	765013792	tonguedorsum	ref_mOTU_v2_5068	Remained
765337473:tonguedorsum:ref_mOTU_v2_5068	Oral	0.039884899119400005	Not Private	ref_mOTU_v2_5068	765337473	tonguedorsum	765337473:tonguedorsum:ref_mOTU_v2_5068	765337473:tonguedorsum:879309	Oral	0.0247721793677	Not Private	879309	765337473	tonguedorsum	ref_mOTU_v2_5068	Remained
765701615:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0490725496977	Private	ref_mOTU_v2_5068	765701615	tonguedorsum	765701615:tonguedorsum:ref_mOTU_v2_5068	765701615:tonguedorsum:879309	Oral	-0.0409154151577	Private	879309	765701615	tonguedorsum	ref_mOTU_v2_5068	Remained
809635352:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0128253656973	Private	ref_mOTU_v2_5068	809635352	tonguedorsum	809635352:tonguedorsum:ref_mOTU_v2_5068	809635352:tonguedorsum:879309	Oral	-0.020929606715699996	Private	879309	809635352	tonguedorsum	ref_mOTU_v2_5068	Remained
823052294:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.0306859950285	Private	ref_mOTU_v2_5068	823052294	tonguedorsum	823052294:tonguedorsum:ref_mOTU_v2_5068	823052294:tonguedorsum:879309	Oral	0.04634554210519999	Not Private	879309	823052294	tonguedorsum	ref_mOTU_v2_5068	Changed
861967750:tonguedorsum:ref_mOTU_v2_5068	Oral	-0.02926752744870001	Private	ref_mOTU_v2_5068	861967750	tonguedorsum	861967750:tonguedorsum:ref_mOTU_v2_5068	861967750:tonguedorsum:879309	Oral	-0.0426815128241	Private	879309	861967750	tonguedorsum	ref_mOTU_v2_5068	Remained
158337416:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.0618235359036	Private	ref_mOTU_v2_5102	158337416	supragingivalplaque	158337416:supragingivalplaque:ref_mOTU_v2_5102	158337416:supragingivalplaque:887898	Oral	-0.0816793924674	Private	887898	158337416	supragingivalplaque	ref_mOTU_v2_5102	Remained
158479027:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.13802020381153	Private	ref_mOTU_v2_5102	158479027	supragingivalplaque	158479027:supragingivalplaque:ref_mOTU_v2_5102	158479027:supragingivalplaque:887898	Oral	-0.13975881936874	Private	887898	158479027	supragingivalplaque	ref_mOTU_v2_5102	Remained
158883629:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.12399606198659999	Private	ref_mOTU_v2_5102	158883629	supragingivalplaque	158883629:supragingivalplaque:ref_mOTU_v2_5102	158883629:supragingivalplaque:887898	Oral	-0.1163338348153	Private	887898	158883629	supragingivalplaque	ref_mOTU_v2_5102	Remained
159268001:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.04614135348989999	Private	ref_mOTU_v2_5102	159268001	supragingivalplaque	159268001:supragingivalplaque:ref_mOTU_v2_5102	159268001:supragingivalplaque:887898	Oral	-0.054205425387599995	Private	887898	159268001	supragingivalplaque	ref_mOTU_v2_5102	Remained
159551223:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.10847835939330001	Private	ref_mOTU_v2_5102	159551223	supragingivalplaque	159551223:supragingivalplaque:ref_mOTU_v2_5102	159551223:supragingivalplaque:887898	Oral	-0.1350346072907	Private	887898	159551223	supragingivalplaque	ref_mOTU_v2_5102	Remained
159814214:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.12388615061229999	Private	ref_mOTU_v2_5102	159814214	supragingivalplaque	159814214:supragingivalplaque:ref_mOTU_v2_5102	159814214:supragingivalplaque:887898	Oral	-0.12308683269339998	Private	887898	159814214	supragingivalplaque	ref_mOTU_v2_5102	Remained
160178356:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.018763717779000003	Private	ref_mOTU_v2_5102	160178356	supragingivalplaque	160178356:supragingivalplaque:ref_mOTU_v2_5102	160178356:supragingivalplaque:887898	Oral	-0.006456433462000005	Private	887898	160178356	supragingivalplaque	ref_mOTU_v2_5102	Remained
160319967:supragingivalplaque:ref_mOTU_v2_5102	Oral	0.014019765373899998	Not Private	ref_mOTU_v2_5102	160319967	supragingivalplaque	160319967:supragingivalplaque:ref_mOTU_v2_5102	160319967:supragingivalplaque:887898	Oral	0.022487888658	Not Private	887898	160319967	supragingivalplaque	ref_mOTU_v2_5102	Remained
160502038:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.11414299647567	Private	ref_mOTU_v2_5102	160502038	supragingivalplaque	160502038:supragingivalplaque:ref_mOTU_v2_5102	160502038:supragingivalplaque:887898	Oral	-0.13649263095507	Private	887898	160502038	supragingivalplaque	ref_mOTU_v2_5102	Remained
160603188:supragingivalplaque:ref_mOTU_v2_5102	Oral	-0.1046318368729	Private	ref_mOTU_v2_5102	160603188	supragingivalplaque	160603188:supragingivalplaque:ref_mOTU_v2_5102	160603188:supragingivalplaque:887898	Oral	-0.0965827942338	Private	887898	160603188	supragingivalplaque	ref_mOTU_v2_5102	Remained
764305738:supragingivalplaque:ref_mOTU_v2_5102	Oral	0.07359314791640001	Not Private	ref_mOTU_v2_5102	764305738	supragingivalplaque	764305738:supragingivalplaque:ref_mOTU_v2_5102	764305738:supragingivalplaque:887898	Oral	0.031797479993400005	Not Private	887898	764305738	supragingivalplaque	ref_mOTU_v2_5102	Remained
160380657:supragingivalplaque:ref_mOTU_v2_5106	Oral	-0.18984774889988	Private	ref_mOTU_v2_5106	160380657	supragingivalplaque	160380657:supragingivalplaque:ref_mOTU_v2_5106	160380657:supragingivalplaque:888056	Oral	-0.19633791283919	Private	888056	160380657	supragingivalplaque	ref_mOTU_v2_5106	Remained
160582958:supragingivalplaque:ref_mOTU_v2_5106	Oral	-0.12614829396309	Private	ref_mOTU_v2_5106	160582958	supragingivalplaque	160582958:supragingivalplaque:ref_mOTU_v2_5106	160582958:supragingivalplaque:888056	Oral	-0.17436475735579002	Private	888056	160582958	supragingivalplaque	ref_mOTU_v2_5106	Remained
508703490:supragingivalplaque:ref_mOTU_v2_5106	Oral	-0.12672086465903	Private	ref_mOTU_v2_5106	508703490	supragingivalplaque	508703490:supragingivalplaque:ref_mOTU_v2_5106	508703490:supragingivalplaque:888056	Oral	-0.17989879426375002	Private	888056	508703490	supragingivalplaque	ref_mOTU_v2_5106	Remained
764649650:supragingivalplaque:ref_mOTU_v2_5106	Oral	-0.1289600652191	Private	ref_mOTU_v2_5106	764649650	supragingivalplaque	764649650:supragingivalplaque:ref_mOTU_v2_5106	764649650:supragingivalplaque:888056	Oral	-0.16413443689316	Private	888056	764649650	supragingivalplaque	ref_mOTU_v2_5106	Remained
765074482:supragingivalplaque:ref_mOTU_v2_5106	Oral	-0.009566821729862	Private	ref_mOTU_v2_5106	765074482	supragingivalplaque	765074482:supragingivalplaque:ref_mOTU_v2_5106	765074482:supragingivalplaque:888056	Oral	-0.13271575660986998	Private	888056	765074482	supragingivalplaque	ref_mOTU_v2_5106	Remained
158883629:tonguedorsum:ref_mOTU_v2_5112	Oral	-0.0942718757868	Private	ref_mOTU_v2_5112	158883629	tonguedorsum	158883629:tonguedorsum:ref_mOTU_v2_5112	158883629:tonguedorsum:888727	Oral	-0.1168470855574	Private	888727	158883629	tonguedorsum	ref_mOTU_v2_5112	Remained
764224817:tonguedorsum:ref_mOTU_v2_5112	Oral	-0.11698091173290001	Private	ref_mOTU_v2_5112	764224817	tonguedorsum	764224817:tonguedorsum:ref_mOTU_v2_5112	764224817:tonguedorsum:888727	Oral	-0.1168105708226	Private	888727	764224817	tonguedorsum	ref_mOTU_v2_5112	Remained
764811490:tonguedorsum:ref_mOTU_v2_5112	Oral	-0.102998615318429	Private	ref_mOTU_v2_5112	764811490	tonguedorsum	764811490:tonguedorsum:ref_mOTU_v2_5112	764811490:tonguedorsum:888727	Oral	-0.145270083740867	Private	888727	764811490	tonguedorsum	ref_mOTU_v2_5112	Remained
765074482:tonguedorsum:ref_mOTU_v2_5112	Oral	-0.089324382459	Private	ref_mOTU_v2_5112	765074482	tonguedorsum	765074482:tonguedorsum:ref_mOTU_v2_5112	765074482:tonguedorsum:888727	Oral	-0.08993311228849998	Private	888727	765074482	tonguedorsum	ref_mOTU_v2_5112	Remained
158458797:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.0717156748901	Private	ref_mOTU_v2_5209	158458797	tonguedorsum	158458797:tonguedorsum:ref_mOTU_v2_5209	158458797:tonguedorsum:936548	Oral	-0.0867206736028	Private	936548	158458797	tonguedorsum	ref_mOTU_v2_5209	Remained
158883629:tonguedorsum:ref_mOTU_v2_5209	Oral	0.0409586830882	Not Private	ref_mOTU_v2_5209	158883629	tonguedorsum	158883629:tonguedorsum:ref_mOTU_v2_5209	158883629:tonguedorsum:936548	Oral	0.194231957492	Not Private	936548	158883629	tonguedorsum	ref_mOTU_v2_5209	Remained
160178356:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.0600374307177	Private	ref_mOTU_v2_5209	160178356	tonguedorsum	160178356:tonguedorsum:ref_mOTU_v2_5209	160178356:tonguedorsum:936548	Oral	-0.06831705343069999	Private	936548	160178356	tonguedorsum	ref_mOTU_v2_5209	Remained
160421117:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.06090570607219999	Private	ref_mOTU_v2_5209	160421117	tonguedorsum	160421117:tonguedorsum:ref_mOTU_v2_5209	160421117:tonguedorsum:936548	Oral	-0.05942682604499999	Private	936548	160421117	tonguedorsum	ref_mOTU_v2_5209	Remained
160502038:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.0862199997426	Private	ref_mOTU_v2_5209	160502038	tonguedorsum	160502038:tonguedorsum:ref_mOTU_v2_5209	160502038:tonguedorsum:936548	Oral	-0.09778028605040001	Private	936548	160502038	tonguedorsum	ref_mOTU_v2_5209	Remained
160603188:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.07778355741498999	Private	ref_mOTU_v2_5209	160603188	tonguedorsum	160603188:tonguedorsum:ref_mOTU_v2_5209	160603188:tonguedorsum:936548	Oral	-0.10479666348957	Private	936548	160603188	tonguedorsum	ref_mOTU_v2_5209	Remained
737052003:tonguedorsum:ref_mOTU_v2_5209	Oral	0.12189761637979998	Not Private	ref_mOTU_v2_5209	737052003	tonguedorsum	737052003:tonguedorsum:ref_mOTU_v2_5209	737052003:tonguedorsum:936548	Oral	0.200815760181	Not Private	936548	737052003	tonguedorsum	ref_mOTU_v2_5209	Remained
763982056:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.06173601668229999	Private	ref_mOTU_v2_5209	763982056	tonguedorsum	763982056:tonguedorsum:ref_mOTU_v2_5209	763982056:tonguedorsum:936548	Oral	-0.0546507205079	Private	936548	763982056	tonguedorsum	ref_mOTU_v2_5209	Remained
764325968:tonguedorsum:ref_mOTU_v2_5209	Oral	0.024284055779000002	Not Private	ref_mOTU_v2_5209	764325968	tonguedorsum	764325968:tonguedorsum:ref_mOTU_v2_5209	764325968:tonguedorsum:936548	Oral	0.0011914093000000014	Not Private	936548	764325968	tonguedorsum	ref_mOTU_v2_5209	Remained
764366428:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.019345900991199996	Private	ref_mOTU_v2_5209	764366428	tonguedorsum	764366428:tonguedorsum:ref_mOTU_v2_5209	764366428:tonguedorsum:936548	Oral	-0.017356956514100005	Private	936548	764366428	tonguedorsum	ref_mOTU_v2_5209	Remained
764811490:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.0667705801971	Private	ref_mOTU_v2_5209	764811490	tonguedorsum	764811490:tonguedorsum:ref_mOTU_v2_5209	764811490:tonguedorsum:936548	Oral	-0.05066965893940001	Private	936548	764811490	tonguedorsum	ref_mOTU_v2_5209	Remained
765013792:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.04538264702670001	Private	ref_mOTU_v2_5209	765013792	tonguedorsum	765013792:tonguedorsum:ref_mOTU_v2_5209	765013792:tonguedorsum:936548	Oral	-0.061824475645199994	Private	936548	765013792	tonguedorsum	ref_mOTU_v2_5209	Remained
765074482:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.03894534464340001	Private	ref_mOTU_v2_5209	765074482	tonguedorsum	765074482:tonguedorsum:ref_mOTU_v2_5209	765074482:tonguedorsum:936548	Oral	-0.0739710130131	Private	936548	765074482	tonguedorsum	ref_mOTU_v2_5209	Remained
823052294:tonguedorsum:ref_mOTU_v2_5209	Oral	0.014116898781000004	Not Private	ref_mOTU_v2_5209	823052294	tonguedorsum	823052294:tonguedorsum:ref_mOTU_v2_5209	823052294:tonguedorsum:936548	Oral	0.023503501912	Not Private	936548	823052294	tonguedorsum	ref_mOTU_v2_5209	Remained
857980665:tonguedorsum:ref_mOTU_v2_5209	Oral	-0.096474953898	Private	ref_mOTU_v2_5209	857980665	tonguedorsum	857980665:tonguedorsum:ref_mOTU_v2_5209	857980665:tonguedorsum:936548	Oral	-0.0875066425559	Private	936548	857980665	tonguedorsum	ref_mOTU_v2_5209	Remained
158337416:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.136221927271902	Private	ref_mOTU_v2_5292	158337416	tonguedorsum	158337416:tonguedorsum:ref_mOTU_v2_5292	158337416:tonguedorsum:997353	Oral	-0.160691091080291	Private	997353	158337416	tonguedorsum	ref_mOTU_v2_5292	Remained
158479027:tonguedorsum:ref_mOTU_v2_5292	Oral	0.0323876512318	Not Private	ref_mOTU_v2_5292	158479027	tonguedorsum	158479027:tonguedorsum:ref_mOTU_v2_5292	158479027:tonguedorsum:997353	Oral	-0.025740433758099993	Private	997353	158479027	tonguedorsum	ref_mOTU_v2_5292	Changed
158883629:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.06573496525690001	Private	ref_mOTU_v2_5292	158883629	tonguedorsum	158883629:tonguedorsum:ref_mOTU_v2_5292	158883629:tonguedorsum:997353	Oral	-0.0726511794869	Private	997353	158883629	tonguedorsum	ref_mOTU_v2_5292	Remained
159551223:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.118951388461477	Private	ref_mOTU_v2_5292	159551223	tonguedorsum	159551223:tonguedorsum:ref_mOTU_v2_5292	159551223:tonguedorsum:997353	Oral	-0.122315223486879	Private	997353	159551223	tonguedorsum	ref_mOTU_v2_5292	Remained
160178356:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.095384532879366	Private	ref_mOTU_v2_5292	160178356	tonguedorsum	160178356:tonguedorsum:ref_mOTU_v2_5292	160178356:tonguedorsum:997353	Oral	-0.10568236769659	Private	997353	160178356	tonguedorsum	ref_mOTU_v2_5292	Remained
160603188:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.041542312514899996	Private	ref_mOTU_v2_5292	160603188	tonguedorsum	160603188:tonguedorsum:ref_mOTU_v2_5292	160603188:tonguedorsum:997353	Oral	-0.04808758507969	Private	997353	160603188	tonguedorsum	ref_mOTU_v2_5292	Remained
246515023:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.045871004011467	Private	ref_mOTU_v2_5292	246515023	tonguedorsum	246515023:tonguedorsum:ref_mOTU_v2_5292	246515023:tonguedorsum:997353	Oral	-0.054151992416967	Private	997353	246515023	tonguedorsum	ref_mOTU_v2_5292	Remained
550534656:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.13107472932868	Private	ref_mOTU_v2_5292	550534656	tonguedorsum	550534656:tonguedorsum:ref_mOTU_v2_5292	550534656:tonguedorsum:997353	Oral	-0.15355846031807002	Private	997353	550534656	tonguedorsum	ref_mOTU_v2_5292	Remained
638754422:tonguedorsum:ref_mOTU_v2_5292	Oral	0.0679105537478	Not Private	ref_mOTU_v2_5292	638754422	tonguedorsum	638754422:tonguedorsum:ref_mOTU_v2_5292	638754422:tonguedorsum:997353	Oral	0.06774013430010001	Not Private	997353	638754422	tonguedorsum	ref_mOTU_v2_5292	Remained
686765762:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.13959496893945603	Private	ref_mOTU_v2_5292	686765762	tonguedorsum	686765762:tonguedorsum:ref_mOTU_v2_5292	686765762:tonguedorsum:997353	Oral	-0.104043027928817	Private	997353	686765762	tonguedorsum	ref_mOTU_v2_5292	Remained
763435843:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.11466969135029201	Private	ref_mOTU_v2_5292	763435843	tonguedorsum	763435843:tonguedorsum:ref_mOTU_v2_5292	763435843:tonguedorsum:997353	Oral	-0.10806906659592001	Private	997353	763435843	tonguedorsum	ref_mOTU_v2_5292	Remained
763536994:tonguedorsum:ref_mOTU_v2_5292	Oral	0.002963732240900005	Not Private	ref_mOTU_v2_5292	763536994	tonguedorsum	763536994:tonguedorsum:ref_mOTU_v2_5292	763536994:tonguedorsum:997353	Oral	0.062170637640299994	Not Private	997353	763536994	tonguedorsum	ref_mOTU_v2_5292	Remained
763577454:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.16713478280808	Private	ref_mOTU_v2_5292	763577454	tonguedorsum	763577454:tonguedorsum:ref_mOTU_v2_5292	763577454:tonguedorsum:997353	Oral	-0.19054468851187	Private	997353	763577454	tonguedorsum	ref_mOTU_v2_5292	Remained
763901136:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.134001111254259	Private	ref_mOTU_v2_5292	763901136	tonguedorsum	763901136:tonguedorsum:ref_mOTU_v2_5292	763901136:tonguedorsum:997353	Oral	-0.14658814112162702	Private	997353	763901136	tonguedorsum	ref_mOTU_v2_5292	Remained
764224817:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.031521008488999996	Private	ref_mOTU_v2_5292	764224817	tonguedorsum	764224817:tonguedorsum:ref_mOTU_v2_5292	764224817:tonguedorsum:997353	Oral	-0.040506135364900005	Private	997353	764224817	tonguedorsum	ref_mOTU_v2_5292	Remained
764811490:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.007311994143599999	Private	ref_mOTU_v2_5292	764811490	tonguedorsum	764811490:tonguedorsum:ref_mOTU_v2_5292	764811490:tonguedorsum:997353	Oral	-0.002551884069299999	Private	997353	764811490	tonguedorsum	ref_mOTU_v2_5292	Remained
765013792:tonguedorsum:ref_mOTU_v2_5292	Oral	0.1521533486049	Not Private	ref_mOTU_v2_5292	765013792	tonguedorsum	765013792:tonguedorsum:ref_mOTU_v2_5292	765013792:tonguedorsum:997353	Oral	0.161486266736	Not Private	997353	765013792	tonguedorsum	ref_mOTU_v2_5292	Remained
823052294:tonguedorsum:ref_mOTU_v2_5292	Oral	0.0771799602502	Not Private	ref_mOTU_v2_5292	823052294	tonguedorsum	823052294:tonguedorsum:ref_mOTU_v2_5292	823052294:tonguedorsum:997353	Oral	0.0731198036232	Not Private	997353	823052294	tonguedorsum	ref_mOTU_v2_5292	Remained
857980665:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.118082848339535	Private	ref_mOTU_v2_5292	857980665	tonguedorsum	857980665:tonguedorsum:ref_mOTU_v2_5292	857980665:tonguedorsum:997353	Oral	-0.11949952541446	Private	997353	857980665	tonguedorsum	ref_mOTU_v2_5292	Remained
861967750:tonguedorsum:ref_mOTU_v2_5292	Oral	-0.151680405927408	Private	ref_mOTU_v2_5292	861967750	tonguedorsum	861967750:tonguedorsum:ref_mOTU_v2_5292	861967750:tonguedorsum:997353	Oral	-0.17422430321556	Private	997353	861967750	tonguedorsum	ref_mOTU_v2_5292	Remained
158337416:stool:ref_mOTU_v2_0275	Stool	-0.008742359246150001	Private	ref_mOTU_v2_0275	158337416	stool	158337416:stool:ref_mOTU_v2_0275	158337416:stool:449673	Stool	-0.04661456247275	Private	449673	158337416	stool	ref_mOTU_v2_0275	Remained
158479027:stool:ref_mOTU_v2_0275	Stool	2.85800469586e-4	Not Private	ref_mOTU_v2_0275	158479027	stool	158479027:stool:ref_mOTU_v2_0275	158479027:stool:449673	Stool	3.89191379387e-4	Not Private	449673	158479027	stool	ref_mOTU_v2_0275	Remained
158802708:stool:ref_mOTU_v2_0275	Stool	-0.0488168683916	Private	ref_mOTU_v2_0275	158802708	stool	158802708:stool:ref_mOTU_v2_0275	158802708:stool:449673	Stool	-0.0559394697666	Private	449673	158802708	stool	ref_mOTU_v2_0275	Remained
158944319:stool:ref_mOTU_v2_0275	Stool	-0.16205160888412	Private	ref_mOTU_v2_0275	158944319	stool	158944319:stool:ref_mOTU_v2_0275	158944319:stool:449673	Stool	-0.14164111253838002	Private	449673	158944319	stool	ref_mOTU_v2_0275	Remained
159166850:stool:ref_mOTU_v2_0275	Stool	0.001194317955536	Not Private	ref_mOTU_v2_0275	159166850	stool	159166850:stool:ref_mOTU_v2_0275	159166850:stool:449673	Stool	-0.00104716037598	Private	449673	159166850	stool	ref_mOTU_v2_0275	Changed
159227541:stool:ref_mOTU_v2_0275	Stool	3.6739638591e-4	Not Private	ref_mOTU_v2_0275	159227541	stool	159227541:stool:ref_mOTU_v2_0275	159227541:stool:449673	Stool	2.0996125958000012e-4	Not Private	449673	159227541	stool	ref_mOTU_v2_0275	Remained
159268001:stool:ref_mOTU_v2_0275	Stool	-0.11283651471754999	Private	ref_mOTU_v2_0275	159268001	stool	159268001:stool:ref_mOTU_v2_0275	159268001:stool:449673	Stool	-0.1113468319778	Private	449673	159268001	stool	ref_mOTU_v2_0275	Remained
159369152:stool:ref_mOTU_v2_0275	Stool	-0.14924844277085	Private	ref_mOTU_v2_0275	159369152	stool	159369152:stool:ref_mOTU_v2_0275	159369152:stool:449673	Stool	-0.09023959082894	Private	449673	159369152	stool	ref_mOTU_v2_0275	Remained
159510762:stool:ref_mOTU_v2_0275	Stool	-0.04398953007224	Private	ref_mOTU_v2_0275	159510762	stool	159510762:stool:ref_mOTU_v2_0275	159510762:stool:449673	Stool	-0.01789368130763	Private	449673	159510762	stool	ref_mOTU_v2_0275	Remained
159551223:stool:ref_mOTU_v2_0275	Stool	-0.02517633839815	Private	ref_mOTU_v2_0275	159551223	stool	159551223:stool:ref_mOTU_v2_0275	159551223:stool:449673	Stool	-0.08016657185220999	Private	449673	159551223	stool	ref_mOTU_v2_0275	Remained
159571453:stool:ref_mOTU_v2_0275	Stool	-0.0246989080075	Private	ref_mOTU_v2_0275	159571453	stool	159571453:stool:ref_mOTU_v2_0275	159571453:stool:449673	Stool	-0.0566193542208	Private	449673	159571453	stool	ref_mOTU_v2_0275	Remained
159611913:stool:ref_mOTU_v2_0275	Stool	-0.12852601135467	Private	ref_mOTU_v2_0275	159611913	stool	159611913:stool:ref_mOTU_v2_0275	159611913:stool:449673	Stool	-0.15088186864323	Private	449673	159611913	stool	ref_mOTU_v2_0275	Remained
160158126:stool:ref_mOTU_v2_0275	Stool	-0.01015897925117	Private	ref_mOTU_v2_0275	160158126	stool	160158126:stool:ref_mOTU_v2_0275	160158126:stool:449673	Stool	-0.02498121606409	Private	449673	160158126	stool	ref_mOTU_v2_0275	Remained
