Comp	Super.Site	Value	Privacy	Species	Indiv	Part
604812005:tonguedorsum:546268	Oral	0.0090566281647	Not Private	546268	604812005	tonguedorsum
763435843:tonguedorsum:546268	Oral	-0.003655582809600001	Private	546268	763435843	tonguedorsum
763536994:tonguedorsum:546268	Oral	-0.024135031605260003	Private	546268	763536994	tonguedorsum
763901136:tonguedorsum:546268	Oral	-0.00478012788547	Private	546268	763901136	tonguedorsum
763982056:tonguedorsum:546268	Oral	-0.0020015074692199993	Private	546268	763982056	tonguedorsum
764305738:tonguedorsum:546268	Oral	-0.006602241317000001	Private	546268	764305738	tonguedorsum
764325968:tonguedorsum:546268	Oral	0.005543171002709999	Not Private	546268	764325968	tonguedorsum
764366428:tonguedorsum:546268	Oral	0.0296980744275	Not Private	546268	764366428	tonguedorsum
764447348:tonguedorsum:546268	Oral	-0.021465527125625	Private	546268	764447348	tonguedorsum
764487809:tonguedorsum:546268	Oral	-0.12227408375549001	Private	546268	764487809	tonguedorsum
764508039:tonguedorsum:546268	Oral	0.10967171453380001	Not Private	546268	764508039	tonguedorsum
764649650:tonguedorsum:546268	Oral	0.037776675490999986	Not Private	546268	764649650	tonguedorsum
765701615:tonguedorsum:546268	Oral	0.1260941548569	Not Private	546268	765701615	tonguedorsum
160158126:buccalmucosa:546270	Oral	-0.0724412609	Private	546270	160158126	buccalmucosa
160421117:buccalmucosa:546270	Oral	-0.06502455064349999	Private	546270	160421117	buccalmucosa
764083206:buccalmucosa:546270	Oral	-0.050483846183299985	Private	546270	764083206	buccalmucosa
158337416:tonguedorsum:546273	Oral	-0.1222754528691	Private	546273	158337416	tonguedorsum
158458797:tonguedorsum:546273	Oral	3.3006769800000835e-4	Not Private	546273	158458797	tonguedorsum
158499257:tonguedorsum:546273	Oral	-0.0382789647009	Private	546273	158499257	tonguedorsum
158802708:tonguedorsum:546273	Oral	-0.04086598010919999	Private	546273	158802708	tonguedorsum
158883629:tonguedorsum:546273	Oral	-0.041611894402299995	Private	546273	158883629	tonguedorsum
158944319:tonguedorsum:546273	Oral	0.007073159491999992	Not Private	546273	158944319	tonguedorsum
159207311:tonguedorsum:546273	Oral	-0.0393959563501	Private	546273	159207311	tonguedorsum
159227541:tonguedorsum:546273	Oral	-0.013214590898199999	Private	546273	159227541	tonguedorsum
159268001:tonguedorsum:546273	Oral	-0.036967633089500004	Private	546273	159268001	tonguedorsum
159551223:tonguedorsum:546273	Oral	-0.0591176209141	Private	546273	159551223	tonguedorsum
159591683:tonguedorsum:546273	Oral	-0.055817369031899995	Private	546273	159591683	tonguedorsum
159611913:tonguedorsum:546273	Oral	-0.0863684464688	Private	546273	159611913	tonguedorsum
159753524:tonguedorsum:546273	Oral	-0.04445186484569999	Private	546273	159753524	tonguedorsum
160178356:tonguedorsum:546273	Oral	-0.0301156010983	Private	546273	160178356	tonguedorsum
160319967:tonguedorsum:546273	Oral	0.010518457127000003	Not Private	546273	160319967	tonguedorsum
160421117:tonguedorsum:546273	Oral	-0.0518462411149	Private	546273	160421117	tonguedorsum
160502038:tonguedorsum:546273	Oral	-0.0419216576641	Private	546273	160502038	tonguedorsum
160582958:tonguedorsum:546273	Oral	-0.0014095775829999907	Private	546273	160582958	tonguedorsum
160603188:tonguedorsum:546273	Oral	-0.07176148526199999	Private	546273	160603188	tonguedorsum
246515023:tonguedorsum:546273	Oral	-0.022508453649800003	Private	546273	246515023	tonguedorsum
508703490:tonguedorsum:546273	Oral	-0.0818564649688	Private	546273	508703490	tonguedorsum
550534656:tonguedorsum:546273	Oral	-0.056153248848000006	Private	546273	550534656	tonguedorsum
638754422:tonguedorsum:546273	Oral	0.0019000888593000004	Not Private	546273	638754422	tonguedorsum
663835652:tonguedorsum:546273	Oral	-0.005656250886999989	Private	546273	663835652	tonguedorsum
675950834:tonguedorsum:546273	Oral	-0.0425981451186	Private	546273	675950834	tonguedorsum
686765762:tonguedorsum:546273	Oral	-0.017435574671500004	Private	546273	686765762	tonguedorsum
737052003:tonguedorsum:546273	Oral	0.02739848875800001	Not Private	546273	737052003	tonguedorsum
763536994:tonguedorsum:546273	Oral	-0.0452992866247	Private	546273	763536994	tonguedorsum
763577454:tonguedorsum:546273	Oral	-0.070363558101	Private	546273	763577454	tonguedorsum
763901136:tonguedorsum:546273	Oral	-0.1042815329384	Private	546273	763901136	tonguedorsum
763961826:tonguedorsum:546273	Oral	-0.050292934797	Private	546273	763961826	tonguedorsum
763982056:tonguedorsum:546273	Oral	-0.06961417786570001	Private	546273	763982056	tonguedorsum
764042746:tonguedorsum:546273	Oral	-0.03548963405740001	Private	546273	764042746	tonguedorsum
764143897:tonguedorsum:546273	Oral	-0.052755310336000005	Private	546273	764143897	tonguedorsum
764285508:tonguedorsum:546273	Oral	0.03067227959999999	Not Private	546273	764285508	tonguedorsum
764305738:tonguedorsum:546273	Oral	-0.020343365045300002	Private	546273	764305738	tonguedorsum
764325968:tonguedorsum:546273	Oral	-0.020158313680600004	Private	546273	764325968	tonguedorsum
764366428:tonguedorsum:546273	Oral	-0.0534391768029	Private	546273	764366428	tonguedorsum
764447348:tonguedorsum:546273	Oral	-0.0778729660481	Private	546273	764447348	tonguedorsum
764487809:tonguedorsum:546273	Oral	-0.11600182497309999	Private	546273	764487809	tonguedorsum
764588959:tonguedorsum:546273	Oral	-0.042959899260500006	Private	546273	764588959	tonguedorsum
764811490:tonguedorsum:546273	Oral	-0.035730819767	Private	546273	764811490	tonguedorsum
765013792:tonguedorsum:546273	Oral	0.04074847336399999	Not Private	546273	765013792	tonguedorsum
765074482:tonguedorsum:546273	Oral	-0.035329114064700004	Private	546273	765074482	tonguedorsum
765094712:tonguedorsum:546273	Oral	-0.0742063803745	Private	546273	765094712	tonguedorsum
765135172:tonguedorsum:546273	Oral	-0.0641557857522	Private	546273	765135172	tonguedorsum
765337473:tonguedorsum:546273	Oral	-0.08867969996720002	Private	546273	765337473	tonguedorsum
823052294:tonguedorsum:546273	Oral	-0.024206703310499997	Private	546273	823052294	tonguedorsum
857980665:tonguedorsum:546273	Oral	-0.0855597800624	Private	546273	857980665	tonguedorsum
861967750:tonguedorsum:546273	Oral	-0.0565371090504	Private	546273	861967750	tonguedorsum
763961826:throat:546273	Oral	-0.0762875265737	Private	546273	763961826	throat
158337416:tonguedorsum:546275	Oral	-0.07646516083209999	Private	546275	158337416	tonguedorsum
158479027:tonguedorsum:546275	Oral	-0.0151495066619	Private	546275	158479027	tonguedorsum
158499257:tonguedorsum:546275	Oral	-0.058870686585099995	Private	546275	158499257	tonguedorsum
158883629:tonguedorsum:546275	Oral	-0.05625234429150001	Private	546275	158883629	tonguedorsum
158944319:tonguedorsum:546275	Oral	0.003508313121600007	Not Private	546275	158944319	tonguedorsum
159268001:tonguedorsum:546275	Oral	0.015368094171299987	Not Private	546275	159268001	tonguedorsum
159369152:tonguedorsum:546275	Oral	-0.025232082137600004	Private	546275	159369152	tonguedorsum
159814214:tonguedorsum:546275	Oral	-0.044964255190199996	Private	546275	159814214	tonguedorsum
160158126:tonguedorsum:546275	Oral	-0.055887057110499995	Private	546275	160158126	tonguedorsum
160178356:tonguedorsum:546275	Oral	-0.005568251191900006	Private	546275	160178356	tonguedorsum
160319967:tonguedorsum:546275	Oral	0.001976996628499997	Not Private	546275	160319967	tonguedorsum
160380657:tonguedorsum:546275	Oral	0.04995681258319999	Not Private	546275	160380657	tonguedorsum
550534656:tonguedorsum:546275	Oral	-0.0419645359997	Private	546275	550534656	tonguedorsum
675950834:tonguedorsum:546275	Oral	0.030508545822300004	Not Private	546275	675950834	tonguedorsum
686765762:tonguedorsum:546275	Oral	-0.006414750467899993	Private	546275	686765762	tonguedorsum
763435843:tonguedorsum:546275	Oral	-7.556025158999974e-4	Private	546275	763435843	tonguedorsum
763840445:tonguedorsum:546275	Oral	-0.054282766119899996	Private	546275	763840445	tonguedorsum
763860675:tonguedorsum:546275	Oral	-0.0290840302119	Private	546275	763860675	tonguedorsum
764083206:tonguedorsum:546275	Oral	-0.015643789533299993	Private	546275	764083206	tonguedorsum
764143897:tonguedorsum:546275	Oral	-0.0866992648387	Private	546275	764143897	tonguedorsum
764224817:tonguedorsum:546275	Oral	-0.03246500022979999	Private	546275	764224817	tonguedorsum
764508039:tonguedorsum:546275	Oral	0.029000355336600003	Not Private	546275	764508039	tonguedorsum
765013792:tonguedorsum:546275	Oral	0.04222202637700001	Not Private	546275	765013792	tonguedorsum
765701615:tonguedorsum:546275	Oral	-0.0027905102257999997	Private	546275	765701615	tonguedorsum
861967750:tonguedorsum:546275	Oral	0.014862308199000016	Not Private	546275	861967750	tonguedorsum
158499257:supragingivalplaque:546275	Oral	-0.014137356057999997	Private	546275	158499257	supragingivalplaque
159814214:supragingivalplaque:546275	Oral	-0.0680018151112	Private	546275	159814214	supragingivalplaque
159207311:supragingivalplaque:547045	Oral	0.038049241304199996	Not Private	547045	159207311	supragingivalplaque
159268001:supragingivalplaque:547045	Oral	0.0507511414082	Not Private	547045	159268001	supragingivalplaque
160421117:supragingivalplaque:547045	Oral	0.059291219002500006	Not Private	547045	160421117	supragingivalplaque
160502038:supragingivalplaque:547045	Oral	-0.02983648525925	Private	547045	160502038	supragingivalplaque
675950834:supragingivalplaque:547045	Oral	-0.030286560513700003	Private	547045	675950834	supragingivalplaque
763496533:supragingivalplaque:547045	Oral	0.022754896658199998	Not Private	547045	763496533	supragingivalplaque
763901136:supragingivalplaque:547045	Oral	-0.0344249581187	Private	547045	763901136	supragingivalplaque
764062976:supragingivalplaque:547045	Oral	0.13969729005780002	Not Private	547045	764062976	supragingivalplaque
764083206:supragingivalplaque:547045	Oral	0.0267512412749	Not Private	547045	764083206	supragingivalplaque
765620695:supragingivalplaque:547045	Oral	0.011749907588799999	Not Private	547045	765620695	supragingivalplaque
823052294:supragingivalplaque:547045	Oral	-0.0940265137067	Private	547045	823052294	supragingivalplaque
158337416:tonguedorsum:553174	Oral	-0.059483263312199997	Private	553174	158337416	tonguedorsum
158458797:tonguedorsum:553174	Oral	0.025484376714	Not Private	553174	158458797	tonguedorsum
158479027:tonguedorsum:553174	Oral	-0.067619994263	Private	553174	158479027	tonguedorsum
158499257:tonguedorsum:553174	Oral	-0.07245759373300001	Private	553174	158499257	tonguedorsum
158802708:tonguedorsum:553174	Oral	-0.05283057167297	Private	553174	158802708	tonguedorsum
158883629:tonguedorsum:553174	Oral	-0.03726710775568	Private	553174	158883629	tonguedorsum
158944319:tonguedorsum:553174	Oral	0.03627295369900001	Not Private	553174	158944319	tonguedorsum
159207311:tonguedorsum:553174	Oral	-0.0360427105174	Private	553174	159207311	tonguedorsum
159227541:tonguedorsum:553174	Oral	-0.0038847528299999906	Private	553174	159227541	tonguedorsum
159268001:tonguedorsum:553174	Oral	-0.06721730478243	Private	553174	159268001	tonguedorsum
159551223:tonguedorsum:553174	Oral	-0.07189501828889999	Private	553174	159551223	tonguedorsum
159571453:tonguedorsum:553174	Oral	-0.10164948069810001	Private	553174	159571453	tonguedorsum
159591683:tonguedorsum:553174	Oral	-0.12454798614576	Private	553174	159591683	tonguedorsum
159611913:tonguedorsum:553174	Oral	-0.048861382233399996	Private	553174	159611913	tonguedorsum
160178356:tonguedorsum:553174	Oral	0.04759675884340002	Not Private	553174	160178356	tonguedorsum
160319967:tonguedorsum:553174	Oral	-0.044177790546199996	Private	553174	160319967	tonguedorsum
160380657:tonguedorsum:553174	Oral	0.003938132349999998	Not Private	553174	160380657	tonguedorsum
160421117:tonguedorsum:553174	Oral	-0.0890678706146	Private	553174	160421117	tonguedorsum
160502038:tonguedorsum:553174	Oral	1.0286140399999588e-4	Not Private	553174	160502038	tonguedorsum
160582958:tonguedorsum:553174	Oral	0.0636699424004	Not Private	553174	160582958	tonguedorsum
160603188:tonguedorsum:553174	Oral	-0.01690878305669999	Private	553174	160603188	tonguedorsum
246515023:tonguedorsum:553174	Oral	-0.09024761559969999	Private	553174	246515023	tonguedorsum
338793263:tonguedorsum:553174	Oral	-0.032204361549	Private	553174	338793263	tonguedorsum
508703490:tonguedorsum:553174	Oral	0.006535363513999998	Not Private	553174	508703490	tonguedorsum
550534656:tonguedorsum:553174	Oral	-0.0539362467916	Private	553174	550534656	tonguedorsum
604812005:tonguedorsum:553174	Oral	0.011638320194800003	Not Private	553174	604812005	tonguedorsum
638754422:tonguedorsum:553174	Oral	0.0190165213464	Not Private	553174	638754422	tonguedorsum
675950834:tonguedorsum:553174	Oral	0.007425128247000007	Not Private	553174	675950834	tonguedorsum
686765762:tonguedorsum:553174	Oral	0.024159384359699998	Not Private	553174	686765762	tonguedorsum
737052003:tonguedorsum:553174	Oral	0.110077038554	Not Private	553174	737052003	tonguedorsum
763435843:tonguedorsum:553174	Oral	-0.0369345138809	Private	553174	763435843	tonguedorsum
763536994:tonguedorsum:553174	Oral	-0.0888712849771	Private	553174	763536994	tonguedorsum
763577454:tonguedorsum:553174	Oral	-0.0448600718541	Private	553174	763577454	tonguedorsum
763820215:tonguedorsum:553174	Oral	-0.09608288252529	Private	553174	763820215	tonguedorsum
763901136:tonguedorsum:553174	Oral	-0.0744910401329	Private	553174	763901136	tonguedorsum
763961826:tonguedorsum:553174	Oral	-0.08446064990666001	Private	553174	763961826	tonguedorsum
763982056:tonguedorsum:553174	Oral	-0.05698935047425	Private	553174	763982056	tonguedorsum
764042746:tonguedorsum:553174	Oral	-0.0605445976729	Private	553174	764042746	tonguedorsum
764083206:tonguedorsum:553174	Oral	-0.032991314248900006	Private	553174	764083206	tonguedorsum
764224817:tonguedorsum:553174	Oral	-0.06931097413699999	Private	553174	764224817	tonguedorsum
764285508:tonguedorsum:553174	Oral	-0.0253127654904	Private	553174	764285508	tonguedorsum
764305738:tonguedorsum:553174	Oral	0.05346313193220001	Not Private	553174	764305738	tonguedorsum
764325968:tonguedorsum:553174	Oral	-0.028129105152500007	Private	553174	764325968	tonguedorsum
764447348:tonguedorsum:553174	Oral	-0.09583127041190001	Private	553174	764447348	tonguedorsum
764487809:tonguedorsum:553174	Oral	0.025625619111199996	Not Private	553174	764487809	tonguedorsum
764588959:tonguedorsum:553174	Oral	-0.0585517702445	Private	553174	764588959	tonguedorsum
764649650:tonguedorsum:553174	Oral	0.011921181500000017	Not Private	553174	764649650	tonguedorsum
764811490:tonguedorsum:553174	Oral	-0.02293446415320001	Private	553174	764811490	tonguedorsum
765013792:tonguedorsum:553174	Oral	0.0648847176052	Not Private	553174	765013792	tonguedorsum
765074482:tonguedorsum:553174	Oral	-0.0772666136733	Private	553174	765074482	tonguedorsum
765094712:tonguedorsum:553174	Oral	-0.17249787693028	Private	553174	765094712	tonguedorsum
765135172:tonguedorsum:553174	Oral	-0.0750122518976	Private	553174	765135172	tonguedorsum
765337473:tonguedorsum:553174	Oral	-0.0438637210721	Private	553174	765337473	tonguedorsum
823052294:tonguedorsum:553174	Oral	0.02083424779649999	Not Private	553174	823052294	tonguedorsum
857980665:tonguedorsum:553174	Oral	-0.06814797585796	Private	553174	857980665	tonguedorsum
861967750:tonguedorsum:553174	Oral	-0.09021741235944	Private	553174	861967750	tonguedorsum
763496533:throat:553174	Oral	-0.1263644229471	Private	553174	763496533	throat
763961826:throat:553174	Oral	-0.14498996681208	Private	553174	763961826	throat
158479027:supragingivalplaque:553177	Oral	-0.015773579120950003	Private	553177	158479027	supragingivalplaque
158883629:supragingivalplaque:553177	Oral	-0.0486282167409	Private	553177	158883629	supragingivalplaque
159268001:supragingivalplaque:553177	Oral	-0.10120359974109999	Private	553177	159268001	supragingivalplaque
159369152:supragingivalplaque:553177	Oral	-0.05206710821069999	Private	553177	159369152	supragingivalplaque
159551223:supragingivalplaque:553177	Oral	-0.025110251541799994	Private	553177	159551223	supragingivalplaque
159591683:supragingivalplaque:553177	Oral	-0.009502508288400002	Private	553177	159591683	supragingivalplaque
159814214:supragingivalplaque:553177	Oral	-0.0506676429098	Private	553177	159814214	supragingivalplaque
160158126:supragingivalplaque:553177	Oral	-0.0382325274546	Private	553177	160158126	supragingivalplaque
160178356:supragingivalplaque:553177	Oral	-0.0850375748718	Private	553177	160178356	supragingivalplaque
160319967:supragingivalplaque:553177	Oral	0.0033653862219999997	Not Private	553177	160319967	supragingivalplaque
160502038:supragingivalplaque:553177	Oral	0.0069714856251000025	Not Private	553177	160502038	supragingivalplaque
160603188:supragingivalplaque:553177	Oral	0.027858958524699995	Not Private	553177	160603188	supragingivalplaque
370425937:supragingivalplaque:553177	Oral	-0.005760193460000007	Private	553177	370425937	supragingivalplaque
675950834:supragingivalplaque:553177	Oral	-0.004249227531000002	Private	553177	675950834	supragingivalplaque
763901136:supragingivalplaque:553177	Oral	-0.03500492142370001	Private	553177	763901136	supragingivalplaque
763961826:supragingivalplaque:553177	Oral	-0.015733334122700005	Private	553177	763961826	supragingivalplaque
764285508:supragingivalplaque:553177	Oral	0.05373397391160001	Not Private	553177	764285508	supragingivalplaque
765013792:supragingivalplaque:553177	Oral	0.028183245753999997	Not Private	553177	765013792	supragingivalplaque
765094712:supragingivalplaque:553177	Oral	-0.0038773978591999936	Private	553177	765094712	supragingivalplaque
158479027:supragingivalplaque:553178	Oral	-0.06889224345568	Private	553178	158479027	supragingivalplaque
158499257:supragingivalplaque:553178	Oral	0.009719042115599999	Not Private	553178	158499257	supragingivalplaque
158802708:supragingivalplaque:553178	Oral	-0.08574151036050001	Private	553178	158802708	supragingivalplaque
158883629:supragingivalplaque:553178	Oral	-0.02287172760575	Private	553178	158883629	supragingivalplaque
159268001:supragingivalplaque:553178	Oral	0.0668990519546	Not Private	553178	159268001	supragingivalplaque
159551223:supragingivalplaque:553178	Oral	0.012498970736099999	Not Private	553178	159551223	supragingivalplaque
159591683:supragingivalplaque:553178	Oral	-0.10349852861555	Private	553178	159591683	supragingivalplaque
159814214:supragingivalplaque:553178	Oral	-0.068635407939	Private	553178	159814214	supragingivalplaque
160178356:supragingivalplaque:553178	Oral	-0.0872370764613	Private	553178	160178356	supragingivalplaque
160319967:supragingivalplaque:553178	Oral	-0.0618306042201	Private	553178	160319967	supragingivalplaque
160421117:supragingivalplaque:553178	Oral	-0.0847553256655	Private	553178	160421117	supragingivalplaque
160502038:supragingivalplaque:553178	Oral	-0.10264912658110001	Private	553178	160502038	supragingivalplaque
160582958:supragingivalplaque:553178	Oral	0.07070197742479999	Not Private	553178	160582958	supragingivalplaque
604812005:supragingivalplaque:553178	Oral	0.03153130955319999	Not Private	553178	604812005	supragingivalplaque
675950834:supragingivalplaque:553178	Oral	0.0653607495133	Not Private	553178	675950834	supragingivalplaque
706846339:supragingivalplaque:553178	Oral	0.05444380760380001	Not Private	553178	706846339	supragingivalplaque
763840445:supragingivalplaque:553178	Oral	0.010043702855599995	Not Private	553178	763840445	supragingivalplaque
763901136:supragingivalplaque:553178	Oral	-0.0937015023078	Private	553178	763901136	supragingivalplaque
763961826:supragingivalplaque:553178	Oral	-0.0814234674187	Private	553178	763961826	supragingivalplaque
765094712:supragingivalplaque:553178	Oral	-0.029358176008199996	Private	553178	765094712	supragingivalplaque
809635352:supragingivalplaque:553178	Oral	-0.041474427447300004	Private	553178	809635352	supragingivalplaque
158479027:tonguedorsum:553178	Oral	-0.08124917678668	Private	553178	158479027	tonguedorsum
159814214:tonguedorsum:553178	Oral	-0.0221965247376	Private	553178	159814214	tonguedorsum
764083206:tonguedorsum:553178	Oral	-0.0258218908471	Private	553178	764083206	tonguedorsum
765701615:tonguedorsum:553178	Oral	0.039676758949900005	Not Private	553178	765701615	tonguedorsum
764366428:subgingivalplaque:553207	Oral	-0.04082262024620001	Private	553207	764366428	subgingivalplaque
147406386:supragingivalplaque:553207	Oral	-0.0846824526281	Private	553207	147406386	supragingivalplaque
158337416:supragingivalplaque:553207	Oral	-0.13990672704812	Private	553207	158337416	supragingivalplaque
158479027:supragingivalplaque:553207	Oral	0.03423117897431	Not Private	553207	158479027	supragingivalplaque
158499257:supragingivalplaque:553207	Oral	-0.1165264724357	Private	553207	158499257	supragingivalplaque
158944319:supragingivalplaque:553207	Oral	-0.126992078926288	Private	553207	158944319	supragingivalplaque
159207311:supragingivalplaque:553207	Oral	-0.153505014050095	Private	553207	159207311	supragingivalplaque
159268001:supragingivalplaque:553207	Oral	-0.16335615215518998	Private	553207	159268001	supragingivalplaque
159369152:supragingivalplaque:553207	Oral	-0.023383363231699997	Private	553207	159369152	supragingivalplaque
159551223:supragingivalplaque:553207	Oral	-0.1289378522507	Private	553207	159551223	supragingivalplaque
159571453:supragingivalplaque:553207	Oral	-0.042001387920300004	Private	553207	159571453	supragingivalplaque
159591683:supragingivalplaque:553207	Oral	-0.13392686610409998	Private	553207	159591683	supragingivalplaque
159814214:supragingivalplaque:553207	Oral	-0.04682356941990001	Private	553207	159814214	supragingivalplaque
160158126:supragingivalplaque:553207	Oral	-0.09001597526960001	Private	553207	160158126	supragingivalplaque
160178356:supragingivalplaque:553207	Oral	-0.050111460666500005	Private	553207	160178356	supragingivalplaque
160319967:supragingivalplaque:553207	Oral	-0.0887999147013	Private	553207	160319967	supragingivalplaque
160380657:supragingivalplaque:553207	Oral	-0.1383404541747	Private	553207	160380657	supragingivalplaque
160421117:supragingivalplaque:553207	Oral	-0.14748082232620002	Private	553207	160421117	supragingivalplaque
160502038:supragingivalplaque:553207	Oral	-0.022071466020599992	Private	553207	160502038	supragingivalplaque
160582958:supragingivalplaque:553207	Oral	-0.08388445661050001	Private	553207	160582958	supragingivalplaque
160603188:supragingivalplaque:553207	Oral	-0.02930147296740001	Private	553207	160603188	supragingivalplaque
338793263:supragingivalplaque:553207	Oral	-0.10804924970180001	Private	553207	338793263	supragingivalplaque
370425937:supragingivalplaque:553207	Oral	-0.075780134873900007	Private	553207	370425937	supragingivalplaque
404239096:supragingivalplaque:553207	Oral	-0.1165712665037	Private	553207	404239096	supragingivalplaque
508703490:supragingivalplaque:553207	Oral	-0.14183036611411698	Private	553207	508703490	supragingivalplaque
604812005:supragingivalplaque:553207	Oral	-0.14846523207605	Private	553207	604812005	supragingivalplaque
638754422:supragingivalplaque:553207	Oral	-0.057475813077900006	Private	553207	638754422	supragingivalplaque
675950834:supragingivalplaque:553207	Oral	-0.0771887335736	Private	553207	675950834	supragingivalplaque
706846339:supragingivalplaque:553207	Oral	-0.0901090629822	Private	553207	706846339	supragingivalplaque
737052003:supragingivalplaque:553207	Oral	-0.092789607911	Private	553207	737052003	supragingivalplaque
763496533:supragingivalplaque:553207	Oral	-0.11114287879109999	Private	553207	763496533	supragingivalplaque
763577454:supragingivalplaque:553207	Oral	-0.0714607149549	Private	553207	763577454	supragingivalplaque
763759525:supragingivalplaque:553207	Oral	-0.1034153676239	Private	553207	763759525	supragingivalplaque
763840445:supragingivalplaque:553207	Oral	-0.13051080958709999	Private	553207	763840445	supragingivalplaque
763860675:supragingivalplaque:553207	Oral	-0.09152388657739999	Private	553207	763860675	supragingivalplaque
763901136:supragingivalplaque:553207	Oral	-0.0710875038996	Private	553207	763901136	supragingivalplaque
763961826:supragingivalplaque:553207	Oral	-0.1008020622308	Private	553207	763961826	supragingivalplaque
763982056:supragingivalplaque:553207	Oral	-0.14875641692565	Private	553207	763982056	supragingivalplaque
764042746:supragingivalplaque:553207	Oral	-0.0763921823567	Private	553207	764042746	supragingivalplaque
764062976:supragingivalplaque:553207	Oral	-0.10619104296090001	Private	553207	764062976	supragingivalplaque
764143897:supragingivalplaque:553207	Oral	-0.0515780648108	Private	553207	764143897	supragingivalplaque
764285508:supragingivalplaque:553207	Oral	-0.134402273477848	Private	553207	764285508	supragingivalplaque
764366428:supragingivalplaque:553207	Oral	-0.1027317248002	Private	553207	764366428	supragingivalplaque
764508039:supragingivalplaque:553207	Oral	-0.15379005461367	Private	553207	764508039	supragingivalplaque
764649650:supragingivalplaque:553207	Oral	-0.13769589229973	Private	553207	764649650	supragingivalplaque
764811490:supragingivalplaque:553207	Oral	-0.1132343640146	Private	553207	764811490	supragingivalplaque
765013792:supragingivalplaque:553207	Oral	-0.1092470051386	Private	553207	765013792	supragingivalplaque
765074482:supragingivalplaque:553207	Oral	-0.0842106571004	Private	553207	765074482	supragingivalplaque
765094712:supragingivalplaque:553207	Oral	-0.007467254269699991	Private	553207	765094712	supragingivalplaque
765701615:supragingivalplaque:553207	Oral	-0.07003349724359999	Private	553207	765701615	supragingivalplaque
809635352:supragingivalplaque:553207	Oral	-0.003680585403961	Private	553207	809635352	supragingivalplaque
823052294:supragingivalplaque:553207	Oral	-0.07235315794560002	Private	553207	823052294	supragingivalplaque
861967750:supragingivalplaque:553207	Oral	-0.089164448183	Private	553207	861967750	supragingivalplaque
764366428:subgingivalplaque:562973	Oral	0.004247908610900006	Not Private	562973	764366428	subgingivalplaque
147406386:supragingivalplaque:562973	Oral	-0.02362063958809999	Private	562973	147406386	supragingivalplaque
158337416:supragingivalplaque:562973	Oral	-0.0862991294571	Private	562973	158337416	supragingivalplaque
158883629:supragingivalplaque:562973	Oral	-0.0340329570584	Private	562973	158883629	supragingivalplaque
159369152:supragingivalplaque:562973	Oral	-0.035509532141	Private	562973	159369152	supragingivalplaque
160178356:supragingivalplaque:562973	Oral	-0.0476087395032	Private	562973	160178356	supragingivalplaque
160319967:supragingivalplaque:562973	Oral	0.009851751765600006	Not Private	562973	160319967	supragingivalplaque
160380657:supragingivalplaque:562973	Oral	-0.008701275273199999	Private	562973	160380657	supragingivalplaque
160421117:supragingivalplaque:562973	Oral	-0.06334920063220001	Private	562973	160421117	supragingivalplaque
160502038:supragingivalplaque:562973	Oral	-0.047121838468299995	Private	562973	160502038	supragingivalplaque
160582958:supragingivalplaque:562973	Oral	0.03343315160679999	Not Private	562973	160582958	supragingivalplaque
508703490:supragingivalplaque:562973	Oral	-0.021913578781600003	Private	562973	508703490	supragingivalplaque
638754422:supragingivalplaque:562973	Oral	-0.004478424689099994	Private	562973	638754422	supragingivalplaque
675950834:supragingivalplaque:562973	Oral	-0.02077066730379999	Private	562973	675950834	supragingivalplaque
764062976:supragingivalplaque:562973	Oral	-0.016568573218300006	Private	562973	764062976	supragingivalplaque
764305738:supragingivalplaque:562973	Oral	-0.056596679131	Private	562973	764305738	supragingivalplaque
764366428:supragingivalplaque:562973	Oral	-0.0385572669009	Private	562973	764366428	supragingivalplaque
764588959:supragingivalplaque:562973	Oral	0.004522991443699997	Not Private	562973	764588959	supragingivalplaque
764649650:supragingivalplaque:562973	Oral	0.022049394546399995	Not Private	562973	764649650	supragingivalplaque
764811490:supragingivalplaque:562973	Oral	-0.0174031678501	Private	562973	764811490	supragingivalplaque
765013792:supragingivalplaque:562973	Oral	-0.0461510191518	Private	562973	765013792	supragingivalplaque
765094712:supragingivalplaque:562973	Oral	0.007193925696299994	Not Private	562973	765094712	supragingivalplaque
861967750:supragingivalplaque:562973	Oral	-0.033337365841499995	Private	562973	861967750	supragingivalplaque
158337416:tonguedorsum:562983	Oral	-0.004530747647000011	Private	562983	158337416	tonguedorsum
158479027:tonguedorsum:562983	Oral	-0.0118436359737	Private	562983	158479027	tonguedorsum
158499257:tonguedorsum:562983	Oral	-0.0660697311099	Private	562983	158499257	tonguedorsum
158802708:tonguedorsum:562983	Oral	-0.06609170432629999	Private	562983	158802708	tonguedorsum
158944319:tonguedorsum:562983	Oral	-0.0457758376018	Private	562983	158944319	tonguedorsum
159207311:tonguedorsum:562983	Oral	-0.0722800293253	Private	562983	159207311	tonguedorsum
159268001:tonguedorsum:562983	Oral	0.043363076646999996	Not Private	562983	159268001	tonguedorsum
159571453:tonguedorsum:562983	Oral	0.061841776210000005	Not Private	562983	159571453	tonguedorsum
159753524:tonguedorsum:562983	Oral	-0.08162594193629999	Private	562983	159753524	tonguedorsum
160158126:tonguedorsum:562983	Oral	-0.0626559167279	Private	562983	160158126	tonguedorsum
