138	
165	
282	
540	
643	
681	
907	
1607	
1918	
2119	
2208	
2544	479436
2559	435830
2567	748671
2579	435591
2639	888832
2665	562983
2914	411477
2957	657318
2966	713605
2982	553207
2990	762948
3176	1035195
4268	1227261
4414	449673
4476	1262914
4544	272559
6068	445970
6310	553178
6380	1121098
6433	592028
6567	657321
6697	706434
6703	709991
6740	742726
6986	887898
7082	
7193	997353
7231	2047
7242	1128111
7387	1268240
7406	267747
7469	1203554
7478	1203611
7613	226186
7614	357276
7625	1236504
